;Codigo_provincia;Provincia;Codigo_municipio;Total_vc_2021;Total_vu_2021;Alquiler_mes_vc_m2_2021;Alquiler_mes_vu_m2_2021;Comunidad_autonoma;Poblacion_2021;Inmuebles_totales;Viviendas_turisticas_2021;Turistas_2021;Porcentaje_viviendas_turisticas_2021;Total_casas_alquiler_2021;Porcentaje_viviendas_alquiler_2021;Porcentaje_vc_alquiler_2021;Porcentaje_vu_alquiler_2021
Talavera de la Reina;45;Toledo;45165;3774.0;158.0;4.36175578218325;3.46505156889658;Castilla-La Mancha;83477.0;46302.0;59;52881;0.1274243013260766;3932.0;8.492073776510734;8.150835817027343;0.3412379594833916
Talavera la Real;6;Badajoz;6128;26.0;62.0;3.71813751035895;3.14144736842105;Extremadura;5311.0;2450.0;0;10365;0.0;88.0;3.591836734693877;1.0612244897959184;2.53061224489796
Talayuela;10;Cáceres;10180;19.0;43.0;2.4914089347079;2.33333333333333;Extremadura;7328.0;3403.0;0;6879;0.0;62.0;1.821921833676168;0.5583308845136644;1.2635909491625037
Tamarite de Litera;22;Huesca;22225;93.0;30.0;3.78787878787879;2.79017857142857;Aragón;3449.0;1942.0;0;14398;0.0;123.0;6.333676622039135;4.7888774459320285;1.544799176107106
Tanque, El;38;Santa Cruz de Tenerife;38044;5.0;20.0;6.082153700825445;3.01927239427239;Canarias;2829.0;1225.0;65;8162;5.306122448979592;25.0;2.0408163265306123;0.4081632653061224;1.6326530612244898
Tapia de Casariego;33;Asturias;33070;80.0;30.0;4.95901639344262;2.80724920634921;Asturias, Principado de;3683.0;3165.0;69;4756;2.1800947867298577;110.0;3.475513428120064;2.527646129541864;0.9478672985781992
Taradell;8;Barcelona;8278;260.0;150.0;5.34925572519084;3.91272696128811;Cataluña;6687.0;2871.0;7;1191;0.2438174851967955;410.0;14.280738418669452;9.056078021595264;5.224660397074191
Tarancón;16;Cuenca;16203;708.0;62.0;4.21254285138133;3.13060913881078;Castilla-La Mancha;15645.0;8123.0;8;18387;0.0984857811153514;770.0;9.47925643235258;8.715991628708606;0.7632648036439739
Tarazona;50;Zaragoza;50251;298.0;34.0;4.34782608695652;3.73821632349293;Aragón;10494.0;7737.0;12;71888;0.1550988755331523;332.0;4.291068889750549;3.851622075739951;0.4394468140105984
Tarazona de la Mancha;2;Albacete;2073;60.0;56.0;2.38657268170426;2.52318603382433;Castilla-La Mancha;6184.0;3622.0;0;4074;0.0;116.0;3.202650469353948;1.6565433462175594;1.5461071231363888
Tarifa;11;Cádiz;11035;310.0;124.0;7.71939328277356;6.36109105838692;Andalucía;18466.0;12068.0;3392;595045;28.10739144845873;434.0;3.596287703016241;2.5687769307258868;1.0275107722903547
Tarragona;43;Tarragona;43148;9033.0;326.0;6.54205607476635;5.84514995597623;Cataluña;135436.0;69813.0;1175;402354;1.6830676235085156;9359.0;13.405812670992509;12.938850930342486;0.4669617406500222
Tauste;50;Zaragoza;50252;224.0;53.0;3.68268910896156;2.65828316177899;Aragón;6777.0;3781.0;4;14853;0.1057921184871727;277.0;7.32610420523671;5.924358635281672;1.4017455699550383
Tavernes Blanques;46;Valencia/Valéncia;46237;326.0;21.0;4.45544554455445;3.50282485875706;Comunitat Valenciana;9205.0;4625.0;12;219;0.2594594594594595;347.0;7.5027027027027025;7.048648648648649;0.4540540540540541
Tavernes de la Valldigna;46;Valencia/Valéncia;46238;353.0;76.0;2.94117647058824;2.65926886576222;Comunitat Valenciana;17162.0;14756.0;195;24539;1.3214963404716726;429.0;2.9072919490376794;2.392247221469233;0.5150447275684468
Tazacorte;38;Santa Cruz de Tenerife;38045;78.0;20.0;5.90424630865696;4.54872695886625;Canarias;4558.0;2363.0;374;8581;15.827338129496402;98.0;4.147270418958951;3.300888700804063;0.8463817181548878
Teba;29;Málaga;29089;3.0;2.0;5.801511378442833;4.285825677766587;Andalucía;3727.0;2003.0;3;13537;0.1497753369945082;5.0;0.2496255616575137;0.1497753369945082;0.0998502246630054
Tegueste;38;Santa Cruz de Tenerife;38046;283.0;133.0;5.40540540540541;4.12371134020619;Canarias;11326.0;4670.0;128;6385;2.740899357601713;416.0;8.907922912205567;6.059957173447537;2.84796573875803
Teguise;35;Palmas, Las;35024;134.0;843.0;7.95220588235294;6.51701077782106;Canarias;23044.0;11067.0;2802;489092;25.318514502575223;977.0;8.828047347971447;1.210806903406524;7.617240444564922
Teià;8;Barcelona;8281;134.0;160.0;8.60145980601677;8.15200336700337;Cataluña;6532.0;2479.0;24;10019;0.9681323114158936;294.0;11.859620814844696;5.405405405405405;6.45421540943929
Tejeda;35;Palmas, Las;35025;4.0;10.0;6.432925737999982;1.37562568973139;Canarias;1865.0;991.0;143;15226;14.42986881937437;14.0;1.4127144298688197;0.4036326942482341;1.0090817356205852
Telde;35;Palmas, Las;35026;3457.0;933.0;6.25;4.61538461538462;Canarias;102769.0;46093.0;690;127702;1.4969735100774522;4390.0;9.524222767014514;7.500054238170655;2.02416852884386
Tembleque;45;Toledo;45166;8.0;30.0;4.157687290851066;2.16609321238661;Castilla-La Mancha;1967.0;1569.0;0;5054;0.0;38.0;2.421924792861695;0.5098789037603569;1.9120458891013383
Teo;15;Coruña, A;15082;539.0;121.0;4.54545454545455;3.46730870020964;Galicia;18778.0;8528.0;84;17494;0.9849906191369606;660.0;7.73921200750469;6.320356472795497;1.4188555347091931
Teror;35;Palmas, Las;35027;126.0;189.0;4.86276645734547;3.59477124183007;Canarias;12634.0;6565.0;104;6961;1.5841584158415842;315.0;4.798172124904799;1.91926884996192;2.878903274942879
Terradillos;37;Salamanca;37322;52.0;8.0;3.22078329214609;3.3899346608141827;Castilla y León;3096.0;2046.0;0;151;0.0;60.0;2.932551319648094;2.541544477028348;0.3910068426197458
Terrassa;8;Barcelona;8279;12018.0;865.0;7.87037037037037;4.29447852760736;Cataluña;223011.0;98494.0;182;191892;0.1847828294109285;12883.0;13.079984567587871;12.201758482750218;0.8782260848376551
Teruel;44;Teruel;44216;2417.0;180.0;4.93827160493827;3.56643041935093;Aragón;35994.0;19825.0;229;47528;1.155107187894073;2597.0;13.099621689785623;12.191677175283733;0.9079445145018916
Teulada;3;Alicante;3128;278.0;147.0;5.14623634688775;5.3030303030303;Comunitat Valenciana;11466.0;13088.0;2559;229143;19.55226161369193;425.0;3.247249388753056;2.124083129584352;1.1231662591687042
Tiana;8;Barcelona;8282;250.0;173.0;9.93548766727575;7.38911917098446;Cataluña;9009.0;3099.0;31;14608;1.000322684737012;423.0;13.649564375605031;8.067118425298483;5.582445950306551
Tielmes;28;Madrid;28146;97.0;29.0;5.3030303030303;4.28217213114754;Madrid, Comunidad de;2781.0;1475.0;2;2025;0.135593220338983;126.0;8.542372881355933;6.576271186440678;1.9661016949152543
Tiemblo, El;5;Ávila;5241;127.0;58.0;3.22222222222222;3.49616618120829;Castilla y León;4414.0;5061.0;28;1285;0.5532503457814661;185.0;3.6554040703418296;2.509385496937364;1.1460185734044654
Tijarafe;38;Santa Cruz de Tenerife;38047;7.0;26.0;6.082153700825445;3.7962962962963;Canarias;2560.0;1585.0;368;22845;23.21766561514196;33.0;2.082018927444795;0.4416403785488959;1.640378548895899
Tinajo;35;Palmas, Las;35029;86.0;134.0;6.71943465421985;3.83149668559225;Canarias;6447.0;2415.0;508;67679;21.0351966873706;220.0;9.109730848861284;3.5610766045548656;5.548654244306419
Tineo;33;Asturias;33073;145.0;64.0;3.30175059283024;2.7100988700565;Asturias, Principado de;9096.0;6035.0;44;11137;0.7290803645401823;209.0;3.463131731565866;2.4026512013256007;1.0604805302402651
Tobarra;2;Albacete;2074;76.0;40.0;2.6485718397007;2.30052716008408;Castilla-La Mancha;7691.0;5664.0;18;6132;0.3177966101694915;116.0;2.0480225988700567;1.3418079096045197;0.7062146892655368
Toboso, El;45;Toledo;45167;3.0;8.0;4.157687290851066;2.993223743943696;Castilla-La Mancha;1699.0;1316.0;19;3511;1.4437689969604863;11.0;0.8358662613981763;0.2279635258358662;0.60790273556231
Toledo;45;Toledo;45168;5136.0;500.0;6.21289287752118;4.68650791791482;Castilla-La Mancha;85449.0;39831.0;971;154861;2.4377997037483365;5636.0;14.149782832467174;12.894479174512314;1.255303657954859
Tolox;29;Málaga;29090;8.0;6.0;5.801511378442833;4.285825677766587;Andalucía;2203.0;1725.0;44;5908;2.550724637681159;14.0;0.8115942028985508;0.463768115942029;0.3478260869565217
Tomares;41;Sevilla;41093;588.0;314.0;6.77251344086022;5.88198122291767;Andalucía;25370.0;8699.0;43;15275;0.4943096907690539;902.0;10.3690079319462;6.759397631911714;3.609610300034487
Tomelloso;13;Ciudad Real;13082;794.0;174.0;3.95024671052632;2.91685127750702;Castilla-La Mancha;35984.0;19119.0;40;24301;0.2092159631779905;968.0;5.06302630890737;4.152936869083111;0.9100894398242586
Tomiño;36;Pontevedra;36054;210.0;132.0;4.06191074795726;3.83279914529915;Galicia;13730.0;5693.0;102;152508;1.7916739855963464;342.0;6.007377481117161;3.688740558580714;2.3186369225364483
Tona;8;Barcelona;8283;385.0;156.0;6.0;3.95026391809985;Cataluña;8368.0;3871.0;12;5719;0.3099974166881942;541.0;13.975716869026092;9.945750452079563;4.029966416946525
Toral de los Vados;24;León;24206;19.0;7.0;2.45232413140695;2.8519279104682576;Castilla y León;1809.0;1382.0;4;154;0.2894356005788712;26.0;1.8813314037626627;1.374819102749638;0.5065123010130246
Tordera;8;Barcelona;8284;605.0;297.0;6.57894736842105;5.42635658914729;Cataluña;17788.0;7904.0;187;40559;2.365890688259109;902.0;11.411943319838056;7.654352226720648;3.757591093117409
Tordesillas;47;Valladolid;47165;318.0;54.0;3.91390931372549;3.53172021257983;Castilla y León;8762.0;5741.0;40;91535;0.6967427277477791;372.0;6.4797073680543456;5.539104685594844;0.9406026824595018
Tordoia;15;Coruña, A;15084;0.0;11.0;3.66003568353889;2.44864851678376;Galicia;3228.0;1466.0;0;3748;0.0;11.0;0.7503410641200545;0.0;0.7503410641200545
Torelló;8;Barcelona;8285;693.0;174.0;4.86377619395711;3.68783771407638;Cataluña;14553.0;6930.0;3;3476;0.0432900432900432;867.0;12.51082251082251;10.0;2.51082251082251
Toreno;24;León;24169;31.0;9.0;2.32558139534884;2.8519279104682576;Castilla y León;3017.0;2456.0;7;326;0.2850162866449511;40.0;1.6286644951140066;1.262214983713355;0.3664495114006514
Toro;49;Zamora;49219;215.0;34.0;3.51063829787234;2.66248709641994;Castilla y León;8532.0;6113.0;17;31334;0.2780958612792409;249.0;4.073286438737117;3.517094716178636;0.5561917225584819
Torralba de Calatrava;13;Ciudad Real;13083;1.0;29.0;3.4787665376387884;2.17708333333333;Castilla-La Mancha;2990.0;2022.0;0;1182;0.0;30.0;1.483679525222552;0.049455984174085;1.434223541048467
Torre de Claramunt, La;8;Barcelona;8286;22.0;98.0;5.013197586727;6.29260233049449;Cataluña;3852.0;1766.0;28;2722;1.585503963759909;120.0;6.795016987542469;1.245753114382786;5.549263873159683
Torre del Bierzo;24;León;24170;6.0;22.0;3.5678083635732585;1.5930997415077;Castilla y León;2079.0;1247.0;2;1649;0.1603849238171611;28.0;2.245388933440257;0.4811547714514835;1.7642341619887731
Torre-Pacheco;30;Murcia;30037;658.0;666.0;3.90117694805195;3.15478658794298;Murcia, Región de;37299.0;20955.0;1017;107470;4.853256979241231;1324.0;6.318301121450728;3.140062037699833;3.1782390837508947
Torreblanca;12;Castellón/Castelló;12117;219.0;73.0;3.48101265822785;2.01680672268908;Comunitat Valenciana;5606.0;5873.0;111;19821;1.8900051081219136;292.0;4.971905329473864;3.7289289971053976;1.242976332368466
Torredembarra;43;Tarragona;43153;1211.0;295.0;6.41891891891892;5.51282051282051;Cataluña;17057.0;14624.0;852;46923;5.826039387308534;1506.0;10.298140043763675;8.280908096280088;2.0172319474835887
Torredonjimeno;23;Jaén;23087;129.0;19.0;3.1578947368421;2.45098039215686;Andalucía;13545.0;7169.0;2;6208;0.0278978937090249;148.0;2.0644441344678475;1.7994141442321103;0.2650299902357372
Torrefarrera;25;Lleida;25228;195.0;32.0;5.23255813953488;4.17990073539407;Cataluña;4702.0;2018.0;1;4090;0.0495540138751238;227.0;11.248761149653122;9.663032705649158;1.5857284440039645
Torregrossa;25;Lleida;25230;20.0;12.0;3.71287128712871;1.50081394058234;Cataluña;2157.0;1110.0;4;2454;0.3603603603603603;32.0;2.8828828828828827;1.8018018018018016;1.0810810810810811
Torrejoncillo;10;Cáceres;10189;3.0;15.0;2.940886175242486;2.25041103397881;Extremadura;2894.0;2188.0;2;825;0.0914076782449725;18.0;0.8226691042047533;0.1371115173674588;0.6855575868372943
Torrejón de Ardoz;28;Madrid;28148;6690.0;157.0;8.10810810810811;6.48148148148148;Madrid, Comunidad de;132771.0;50612.0;110;106966;0.2173397613214257;6847.0;13.528412234252746;13.218209120366712;0.3102031138860349
Torrejón de Velasco;28;Madrid;28150;63.0;58.0;5.71428571428571;4.92502093908406;Madrid, Comunidad de;4594.0;1663.0;0;9800;0.0;121.0;7.276007215874925;3.788334335538184;3.4876728803367407
Torrejón de la Calzada;28;Madrid;28149;229.0;71.0;6.57142857142857;6.04838709677419;Madrid, Comunidad de;9549.0;2665.0;3;6027;0.1125703564727955;300.0;11.25703564727955;8.592870544090056;2.664165103189493
Torrejón del Rey;19;Guadalajara;19280;46.0;126.0;5.32554121022431;5.58132980752847;Castilla-La Mancha;5892.0;3291.0;19;5085;0.5773321178972957;172.0;5.226374962017624;1.3977514433302949;3.828623518687329
Torrelaguna;28;Madrid;28151;235.0;102.0;5.40123456790123;4.51153324287653;Madrid, Comunidad de;4897.0;2642.0;12;4602;0.4542013626040878;337.0;12.7554882664648;8.894776684330052;3.8607115821347455
Torrelavega;39;Cantabria;39087;2083.0;121.0;5.46715654137529;4.74770642201835;Cantabria;51237.0;28520.0;144;33101;0.5049088359046283;2204.0;7.727910238429173;7.303646563814866;0.4242636746143057
Torrelles de Foix;8;Barcelona;8288;57.0;65.0;5.0;4.26764455782313;Cataluña;2479.0;1833.0;29;4038;1.5821058374249863;122.0;6.6557555919258045;3.109656301145663;3.5460992907801416
Torrelles de Llobregat;8;Barcelona;8289;183.0;154.0;8.59375;6.64658634538153;Cataluña;6126.0;2555.0;14;2320;0.547945205479452;337.0;13.189823874755382;7.162426614481409;6.027397260273973
Torrelodones;28;Madrid;28152;737.0;322.0;10.3976298701299;7.22895763656633;Madrid, Comunidad de;24122.0;8228.0;59;35334;0.7170636849781235;1059.0;12.870685464268352;8.957219251336898;3.9134662129314535
Torremolinos;29;Málaga;29901;3329.0;175.0;8.13953488372093;7.44229532163743;Andalucía;68056.0;45888.0;3749;579248;8.16989191073919;3504.0;7.635983263598327;7.254619944211995;0.3813633193863319
Torrent;17;Girona;17197;0.0;3.0;5.879446029324413;4.151842664200337;Cataluña;42092.5;41541.0;111;102298;0.2672058929732072;3.0;0.0072217808911677;0.0;0.0072217808911677
Torrent;46;Valencia/Valéncia;46244;3547.0;370.0;5.13722730471499;6.03265379000326;Comunitat Valenciana;42092.5;41541.0;111;102298;0.2672058929732072;3917.0;9.429238583568042;8.53855227365735;0.8906863099106906
Torrenueva;13;Ciudad Real;13085;1.0;10.0;3.4787665376387884;1.66335101679929;Castilla-La Mancha;2708.0;1872.0;1;2178;0.0534188034188034;11.0;0.5876068376068376;0.0534188034188034;0.5341880341880342
Torreperogil;23;Jaén;23088;38.0;15.0;2.83981716268517;2.3867174713156;Andalucía;7194.0;4013.0;1;1958;0.0249190132070769;53.0;1.320707699975081;0.946922501868926;0.373785198106155
Torres de Cotillas, Las;30;Murcia;30038;153.0;171.0;3.68394688836389;3.6;Murcia, Región de;21837.0;9031.0;11;14712;0.1218026796589525;324.0;3.587642564500056;1.6941645443472484;1.893478020152807
Torres de Segre;25;Lleida;25232;20.0;6.0;7.07164636010484;3.147891427460225;Cataluña;2381.0;1024.0;0;9882;0.0;26.0;2.5390625;1.953125;0.5859375
Torres de la Alameda;28;Madrid;28154;262.0;94.0;6.34664618535586;4.73228341625606;Madrid, Comunidad de;7729.0;2925.0;4;22875;0.1367521367521367;356.0;12.17094017094017;8.957264957264957;3.213675213675214
Torrevieja;3;Alicante;3133;2928.0;794.0;5.40540540540541;6.42330210772834;Comunitat Valenciana;82842.0;121869.0;7047;953125;5.782438520050218;3722.0;3.054099073595418;2.4025798193141816;0.6515192542812364
Torrijos;45;Toledo;45173;603.0;70.0;4.02298850574713;2.89535749751738;Castilla-La Mancha;13583.0;6279.0;3;7412;0.0477783086478738;673.0;10.718267240006371;9.603440038222647;1.1148272017837235
Torroella de Montgrí;17;Girona;17199;603.0;205.0;5.7941763425254;5.21739130434783;Cataluña;12023.0;11185.0;1982;287458;17.720160929816718;808.0;7.223960661600357;5.391148860080465;1.8328118015198929
Torrox;29;Málaga;29091;548.0;105.0;6.520125;5.97014925373134;Andalucía;18937.0;16762.0;1472;160831;8.78176828540747;653.0;3.8957165016107855;3.269299606252237;0.626416895358549
Tortosa;43;Tarragona;43155;1757.0;237.0;4.41176470588235;3.21100917431193;Cataluña;33572.0;17453.0;127;67918;0.7276685956569071;1994.0;11.424969919211597;10.06703718558414;1.3579327336274567
Tossa de Mar;17;Girona;17202;311.0;47.0;7.25806451612903;6.08695652173913;Cataluña;5930.0;5938.0;1412;179102;23.77905018524756;358.0;6.028965981812058;5.237453688110475;0.791512293701583
Totana;30;Murcia;30039;728.0;407.0;3.64546882290209;3.2258064516129;Murcia, Región de;32316.0;14411.0;22;42797;0.152661161612657;1135.0;7.875928110471168;5.0516966206370135;2.8242314898341543
Touro;15;Coruña, A;15085;18.0;10.0;2.70404613308594;1.89257742596701;Galicia;3495.0;1892.0;25;3666;1.321353065539112;28.0;1.4799154334038056;0.9513742071881608;0.5285412262156448
Toén;32;Ourense;32081;0.0;15.0;3.0485302148776534;2.75229357798165;Galicia;2374.0;2005.0;2;2451;0.0997506234413965;15.0;0.7481296758104738;0.0;0.7481296758104738
Trazo;15;Coruña, A;15086;7.0;13.0;3.66003568353889;2.30769230769231;Galicia;3059.0;1270.0;8;5580;0.6299212598425197;20.0;1.5748031496062993;0.5511811023622047;1.0236220472440944
Trebujena;11;Cádiz;11037;12.0;14.0;3.79807692307692;3.42857142857143;Andalucía;7042.0;3141.0;2;1349;0.0636739891754218;26.0;0.827761859280484;0.382043935052531;0.4457179242279528
Tremp;25;Lleida;25234;415.0;17.0;3.45744680851064;3.30882352941176;Cataluña;5893.0;4637.0;128;27371;2.760405434548199;432.0;9.316368341600173;8.94975199482424;0.3666163467759327
Tres Cantos;28;Madrid;28903;2403.0;186.0;10.392523364486;9.25925925925926;Madrid, Comunidad de;48751.0;14164.0;44;63073;0.3106467099689353;2589.0;18.278734820672128;16.965546455803445;1.313188364868681
Trigueros;21;Huelva;21070;24.0;55.0;3.55506031074513;3.53982300884956;Andalucía;7906.0;3294.0;0;6907;0.0;79.0;2.398299939283546;0.7285974499089253;1.6697024893746206
Trujillo;10;Cáceres;10195;142.0;82.0;3.77781809385583;3.14670138888889;Extremadura;8821.0;5666.0;70;25201;1.2354394634662902;224.0;3.9534062830921286;2.5061771973173315;1.4472290857747971
Tudela de Duero;47;Valladolid;47175;316.0;137.0;4.86486486486486;4.01096259358556;Castilla y León;8648.0;5106.0;8;4892;0.1566784175479827;453.0;8.871915393654524;6.188797493145319;2.6831179005092047
Tui;36;Pontevedra;36055;445.0;161.0;3.91304347826087;3.11965811965812;Galicia;17398.0;7840.0;119;136034;1.5178571428571428;606.0;7.729591836734694;5.676020408163265;2.0535714285714284
Tuineje;35;Palmas, Las;35030;412.0;333.0;6.33802816901408;5.34825870646766;Canarias;15549.0;6649.0;536;127835;8.061362610918936;745.0;11.204692434952625;6.196420514363062;5.0082719205895625
Turre;4;Almería;4093;71.0;28.0;3.93318965517241;2.90359057404512;Andalucía;3892.0;3378.0;87;13974;2.575488454706927;99.0;2.930728241563055;2.101835405565424;0.8288928359976317
Turís;46;Valencia/Valéncia;46248;137.0;91.0;3.41530054644809;3.37078651685393;Comunitat Valenciana;6910.0;3820.0;58;12270;1.5183246073298429;228.0;5.968586387434555;3.586387434554974;2.3821989528795813
Tàrrega;25;Lleida;25217;1126.0;122.0;4.54545454545455;2.83464059196617;Cataluña;17649.0;9181.0;49;63720;0.5337109247358676;1248.0;13.593290491231892;12.264459209236469;1.328831281995425
Tías;35;Palmas, Las;35028;841.0;390.0;8.41584158415842;6.08932102834542;Canarias;20801.0;13635.0;3667;917693;26.89402273560689;1231.0;9.028236156949028;6.167950128346168;2.8602860286028604
Tíjola;4;Almería;4092;15.0;6.0;3.03492239467849;3.2061202807089906;Andalucía;3528.0;2384.0;3;382;0.1258389261744966;21.0;0.8808724832214765;0.6291946308724832;0.2516778523489933
Ubrique;11;Cádiz;11038;142.0;43.0;3.87460421443389;3.12671326754386;Andalucía;16482.0;8959.0;30;8510;0.3348588012054916;185.0;2.0649626074338654;1.584998325705994;0.4799642817278714
Uceda;19;Guadalajara;19293;36.0;93.0;5.24902553019346;4.95495495495495;Castilla-La Mancha;2933.0;2596.0;17;3906;0.6548536209553159;129.0;4.969183359013868;1.386748844375963;3.5824345146379044
Ugena;45;Toledo;45176;51.0;115.0;6.25;4.29447852760736;Castilla-La Mancha;5626.0;2456.0;1;1884;0.0407166123778501;166.0;6.758957654723127;2.076547231270358;4.682410423452769
Ugíjar;18;Granada;18182;11.0;10.0;2.46575342465753;2.00862657481537;Andalucía;2550.0;1880.0;10;5883;0.5319148936170213;21.0;1.1170212765957446;0.5851063829787234;0.5319148936170213
Ulldecona;43;Tarragona;43156;150.0;26.0;3.28280350601779;2.40116752812405;Cataluña;6317.0;4049.0;19;21673;0.4692516670782909;176.0;4.346752284514695;3.704618424302297;0.6421338602123982
Umbrete;41;Sevilla;41094;19.0;163.0;4.50617283950617;4.28571428571429;Andalucía;9086.0;3412.0;13;1388;0.3810082063305979;182.0;5.3341148886283705;0.5568581477139508;4.77725674091442
Unión, La;30;Murcia;30041;437.0;129.0;4.31102362204724;3.77358490566038;Murcia, Región de;20536.0;8377.0;47;4729;0.5610600453623016;566.0;6.756595439894951;5.216664677092037;1.5399307628029126
Urda;45;Toledo;45177;5.0;13.0;4.157687290851066;1.64285714285714;Castilla-La Mancha;2420.0;1907.0;1;1292;0.0524383848977451;18.0;0.9438909281594128;0.2621919244887257;0.6816990036706869
Utebo;50;Zaragoza;50272;945.0;118.0;5.81395348837209;4.99938694402165;Aragón;18856.0;7929.0;7;9851;0.0882835162063312;1063.0;13.406482532475724;11.91827468785471;1.4882078446210114
Utiel;46;Valencia/Valéncia;46249;240.0;43.0;3.5078125;2.59762773722628;Comunitat Valenciana;11478.0;7145.0;3;12599;0.0419874037788663;283.0;3.960811756473058;3.358992302309307;0.6018194541637508
Utrera;41;Sevilla;41095;619.0;287.0;4.34782608695652;3.84615384615385;Andalucía;51145.0;22208.0;36;45360;0.1621037463976945;906.0;4.079610951008646;2.7872838616714697;1.292327089337176
Utrillas;44;Teruel;44238;45.0;8.0;3.36499919833253;2.332377020920341;Aragón;3003.0;1753.0;0;1195;0.0;53.0;3.0233884768967485;2.567027952082145;0.4563605248146035
Vacarisses;8;Barcelona;8291;33.0;174.0;5.74324324324324;6.68042452830189;Cataluña;7082.0;3867.0;23;11266;0.5947763123868632;207.0;5.3529868114817685;0.8533747090768037;4.499612102404965
Val de San Vicente;39;Cantabria;39095;85.0;27.0;5.35714285714286;4.31510088272383;Cantabria;2786.0;2475.0;234;7699;9.454545454545457;112.0;4.525252525252525;3.4343434343434343;1.0909090909090908
Val do Dubra;15;Coruña, A;15088;62.0;21.0;2.66783029001074;2.63157894736842;Galicia;3816.0;2109.0;25;4385;1.1853959222380277;83.0;3.9355144618302513;2.9397818871503083;0.9957325746799432
Valadouro, O;27;Lugo;27063;35.0;19.0;2.54545454545455;1.5625;Galicia;1960.0;1653.0;13;1259;0.7864488808227466;54.0;3.266787658802178;2.117362371445856;1.1494252873563218
Valdefresno;24;León;24175;2.0;25.0;3.5678083635732585;3.95833333333333;Castilla y León;2208.0;1506.0;1;2162;0.0664010624169986;27.0;1.792828685258964;0.1328021248339973;1.6600265604249669
Valdelacalzada;6;Badajoz;6901;1.0;23.0;2.962972945965435;2.45114380719118;Extremadura;2731.0;1158.0;0;318;0.0;24.0;2.0725388601036268;0.0863557858376511;1.986183074265976
Valdemorillo;28;Madrid;28160;435.0;307.0;8.0;6.25;Madrid, Comunidad de;13245.0;7003.0;45;12501;0.6425817506782807;742.0;10.595459088961874;6.211623589890047;4.383835499071826
Valdemoro;28;Madrid;28161;3606.0;268.0;7.69298604382746;5.68657328200741;Madrid, Comunidad de;77587.0;25415.0;34;114923;0.1337792642140468;3874.0;15.24296675191816;14.188471375172142;1.054495376746016
Valdeolmos-Alalpardo;28;Madrid;28162;224.0;84.0;7.24282661782662;6.03396208628472;Madrid, Comunidad de;4309.0;1866.0;2;2472;0.1071811361200428;308.0;16.505894962486604;12.004287245444802;4.501607717041801
Valdepeñas;13;Ciudad Real;13087;1127.0;148.0;4.36893203883495;2.95497112533167;Castilla-La Mancha;30218.0;16800.0;25;35993;0.1488095238095238;1275.0;7.589285714285714;6.708333333333333;0.8809523809523809
Valdepeñas de Jaén;23;Jaén;23093;6.0;1.0;3.146629172627617;2.527683457804128;Andalucía;3649.0;2477.0;0;3362;0.0;7.0;0.2825999192571659;0.2422285022204279;0.0403714170367379
Valderrobres;44;Teruel;44246;131.0;37.0;3.83333333333333;3.00847457627119;Aragón;2457.0;1800.0;54;4528;3.0;168.0;9.333333333333334;7.277777777777778;2.055555555555556
Valdetorres de Jarama;28;Madrid;28164;179.0;54.0;6.56862745098039;6.02069330238727;Madrid, Comunidad de;4696.0;2240.0;7;4005;0.3125;233.0;10.401785714285714;7.991071428571429;2.4107142857142856
Valdilecha;28;Madrid;28165;130.0;60.0;5.38689971152214;4.47860962566845;Madrid, Comunidad de;3079.0;1648.0;1;1080;0.0606796116504854;190.0;11.529126213592232;7.888349514563107;3.6407766990291264
Valdoviño;15;Coruña, A;15087;42.0;82.0;3.78204751552187;2.64891827218818;Galicia;6872.0;5330.0;135;15046;2.5328330206378986;124.0;2.326454033771107;0.7879924953095685;1.5384615384615383
Valdáliga;39;Cantabria;39091;19.0;11.0;4.59770114942529;2.68623531963683;Cantabria;2157.0;1477.0;110;15137;7.447528774542993;30.0;2.031144211238998;1.2863913337846986;0.7447528774542993
Valdés;33;Asturias;33034;244.0;147.0;4.28869552914544;3.40909090909091;Asturias, Principado de;11281.0;7209.0;238;13667;3.301428769593564;391.0;5.423775835760854;3.3846580663060064;2.039117769454848
Valencia de Alcántara;10;Cáceres;10203;43.0;55.0;2.61467889908257;2.01612903225806;Extremadura;5325.0;3950.0;30;133650;0.759493670886076;98.0;2.481012658227848;1.0886075949367089;1.3924050632911391
Valencia de Don Juan;24;León;24188;162.0;15.0;3.54296114981485;2.8740157480315;Castilla y León;5159.0;4138.0;9;3349;0.2174963750604156;177.0;4.277428709521508;3.9149347510874817;0.3624939584340261
Valencina de la Concepción;41;Sevilla;41096;13.0;142.0;7.14285714285714;4.75719000471476;Andalucía;7894.0;3480.0;55;2871;1.5804597701149423;155.0;4.454022988505747;0.3735632183908046;4.080459770114943
Valga;36;Pontevedra;36056;12.0;22.0;3.39844627594628;2.78063966058696;Galicia;5768.0;2376.0;22;3757;0.925925925925926;34.0;1.430976430976431;0.5050505050505051;0.925925925925926
Vall d'Alba;12;Castellón/Castelló;12124;91.0;38.0;3.125;3.125;Comunitat Valenciana;2943.0;1795.0;12;3365;0.6685236768802229;129.0;7.186629526462395;5.069637883008356;2.116991643454039
