;Total_vu;Alquiler_mes_vc_m2;Alquiler_mes_vu_m2;Comunidad_autonoma;Turistas;Porcentaje_vc_alquiler;Porcentaje_vu_alquiler
Sant Joan de Vilatorrada;80.0;5.55555555555556;4.96767347744546;8.0;7911;7.388535031847134;1.6985138004246283
Sant Joan de les Abadesses;39.0;4.14755351681957;1.76991150442478;8.0;4071;7.701468836840016;1.5482334259626835
Sant Joan les Fonts;94.0;4.90713101160862;5.10684345794393;8.0;12319;5.087014725568943;6.291834002677376
Sant Josep de sa Talaia;637.0;12.3728813559322;8.59157088122605;3.0;1249403;7.54296050648176;3.8408200180886345
Sant Julià de Ramis;62.0;7.8045515394913;3.46754419925152;8.0;32388;6.044905008635578;5.354058721934369
Sant Julià de Vilatorta;74.0;5.26315789473684;5.0;8.0;5605;5.9607293127629735;5.189340813464236
Sant Just Desvern;189.0;11.5314285714286;10.9022556390977;8.0;34470;10.996793158738642;2.5253874933190805
Sant Llorenç Savall;64.0;4.27058823529412;4.40368455074337;8.0;1860;5.592841163310962;4.772557792692021
Sant Llorenç d'Hortons;59.0;6.64535787982383;3.88198757763975;8.0;6521;10.551558752997602;4.716227018385292
Sant Llorenç des Cardassar;141.0;6.73076923076923;4.19354838709677;3.0;548045;4.932825345899338;2.827351112893523
Sant Lluís;162.0;5.95744680851064;5.89256535947712;3.0;191894;5.401165396683102;3.630658897355446
Sant Martí Sarroca;76.0;5.76923076923077;4.09967140408185;8.0;3302;9.74702380952381;5.654761904761905
Sant Mateu;39.0;2.72139498432602;1.97819112036074;10.0;2293;1.7555705604321403;2.6333558406482105
Sant Pere Pescador;64.0;5.16377427881853;4.13251366120219;8.0;180212;3.9000609384521634;3.9000609384521634
Sant Pere de Ribes;358.0;8.30627705627706;7.45805135811625;8.0;60077;8.215848322800195;2.4862837697062297
Sant Pere de Riudebitlles;37.0;5.3353571121161;4.0983606557377;8.0;110;7.944732297063903;3.1951640759930915
Sant Pere de Torelló;46.0;4.31594307969437;2.66696304730844;8.0;3505;4.130808950086059;3.95869191049914
Sant Pol de Mar;106.0;7.72583031702185;6.59427820151571;8.0;23855;10.868407032498668;2.823654768247203
Sant Quintí de Mediona;43.0;5.06194526627219;3.62068965517241;8.0;406;5.929721815519766;3.14787701317716
Sant Quirze de Besora;61.0;4.51612903225806;3.6697247706422;8.0;304;4.565868263473054;4.565868263473054
Sant Quirze del Vallès;180.0;8.83796687788967;7.65639481000927;8.0;23747;8.06845965770171;2.444987775061125
Sant Sadurní d'Anoia;94.0;6.39153153153153;4.66426763682379;8.0;17681;13.374255952380953;1.7485119047619049
Sant Salvador de Guardiola;62.0;6.795169565780164;7.40740740740741;8.0;1956;0.0;3.976908274534958
Sant Vicenç de Castellet;177.0;5.71384697699304;3.40425531914894;8.0;2637;11.002292144196709;3.68826838924776
Sant Vicenç de Montalt;191.0;9.3658357771261;8.66291035353535;8.0;23514;5.479074889867841;5.258810572687224
Sant Vicenç dels Horts;289.0;8.2258064516129;6.94444444444444;8.0;21173;6.944100404590868;2.386260424407564
Santa Amalia;13.0;2.962972945965435;2.51941328731665;11.0;1973;0.0729660707770886;0.4742794600510762
Santa Brígida;354.0;5.94141452519112;5.26315789473684;4.0;15531;2.8216412114936578;4.581931141599793
Santa Bàrbara;54.0;3.5540667923512;2.60889292196007;8.0;1097;4.170616113744076;2.559241706161137
Santa Coloma de Cervelló;68.0;8.58065940487446;7.68105158730159;8.0;12404;7.213533354612193;2.1704436642195977
Santa Coloma de Farners;289.0;5.95238095238095;4.46217494089835;8.0;27472;11.228600201409868;4.850621013763008
Santa Coloma de Gramenet;267.0;8.89830508474576;6.45161290322581;8.0;54148;12.846683808663906;0.5240740377254794
Santa Coloma de Queralt;40.0;3.88365602651317;2.46066486972147;8.0;1312;3.0898876404494384;2.247191011235955
Santa Comba;17.0;2.75254524886878;1.86046511627907;12.0;16521;2.9300411522633745;0.279835390946502
Santa Cristina d'Aro;103.0;5.44485271025689;5.7753164556962;8.0;69498;3.1318082788671022;2.8050108932461875
Santa Cruz de Bezana;94.0;6.3953488372093;5.40778907301676;5.0;13718;8.522039757994815;1.6248919619706137
Santa Cruz de Mudela;23.0;2.84647950089127;2.17391304347826;7.0;3528;0.7692307692307693;0.8424908424908425
Santa Cruz de Tenerife;672.0;6.59340659340659;4.94423846516008;4.0;461466;11.42024377318495;0.6848477436712731
Santa Cruz de la Palma;95.0;5.625;4.34972881165829;4.0;20643;8.235763704097925;1.2639701969132515
Santa Cruz de la Zarza;38.0;2.98514851485149;2.89781240635301;7.0;4454;1.4342058085335243;1.3624955181068483
Santa Cruz del Retamar;58.0;4.30514492753623;3.77404914529914;7.0;8144;0.8229360233607645;1.5396867533846563
Santa Eugènia de Berga;41.0;5.40540540540541;4.80769230769231;8.0;3346;6.111111111111111;4.555555555555555
Santa Eulàlia de Ronçana;178.0;6.961980822306;5.96379697712418;8.0;5088;3.0918176139912554;5.559025608994379
Santa Fe;47.0;4.36705630826019;3.58974358974359;0.0;13321;3.5398230088495577;0.6398910823689585
Santa Lucía de Tirajana;471.0;5.93220338983051;3.80952380952381;4.0;49676;12.412243751755126;1.6533277169334455
Santa Margalida;264.0;6.91295760944454;4.42469295410472;3.0;295107;5.983510011778563;3.1095406360424027
Santa Margarida de Montbui;51.0;4.82340260601713;3.73958333333333;8.0;5672;7.418721361553567;1.1128082042330352
Santa Margarida i els Monjos;53.0;5.86069055944056;4.10186507936508;8.0;9221;10.744810744810744;1.617826617826618
Santa Maria de Palautordera;294.0;6.65652610441767;5.62065478200439;8.0;12012;7.526366251198466;7.046979865771812
Santa Marina del Rey;8.0;3.5678083635732585;2.8519279104682576;6.0;2141;0.1516300227445034;0.6065200909780136
Santa Marta;14.0;2.74509803921569;1.89192708333333;11.0;5262;0.8444444444444444;0.6222222222222222
Santa Marta de Tormes;46.0;4.64646464646465;4.34517316607581;6.0;11550;9.41387890517003;0.6358860934476085
Santa María de Cayón;126.0;4.94505494505495;4.14465231891075;5.0;10115;7.313675412119805;2.9254701648479218
Santa María de Guía de Gran Canaria;98.0;5.0;3.25381140598532;4.0;12693;2.988436702207539;1.4716924463132603
Santa María del Camí;178.0;6.81818181818182;4.94438332722161;3.0;17963;7.36562707365627;5.90577305905773
Santa Olalla;40.0;3.82352941176471;2.67878497966994;7.0;5087;1.561840439003799;1.6884761502743777
Santa Olalla del Cala;7.0;4.313293184460584;3.5780910111542807;0.0;10341;0.3095975232198142;0.541795665634675
Santa Oliva;87.0;4.81927710843374;4.95867768595041;8.0;6251;2.285263987391647;6.855791962174941
Santa Perpètua de Mogoda;144.0;8.08823529411765;6.56926406926407;8.0;188060;9.875763318593387;1.5161086544535691
Santa Pola;799.0;5.57081807081807;6.74945612762872;10.0;186321;1.5186731355071643;1.803001241114747
Santa Susanna;85.0;7.52840909090909;6.53763440860215;8.0;148840;3.879093198992444;4.282115869017632
Santa Úrsula;194.0;4.82155257936508;5.17824924824591;4.0;24684;9.289959336878324;3.0340944635595872
Santaella;16.0;3.3556591234157507;2.41435035552683;0.0;4980;0.1715854495538778;0.5490734385724091
Santander;263.0;7.22222222222222;5.8588469856718;5.0;254132;11.866149994286127;0.273226882200775
Santanyí;378.0;6.03123728123728;4.84991039426523;3.0;734226;4.755304403454526;4.030280413690159
Santiago de Compostela;864.0;6.12244897959184;3.63977238468496;12.0;270763;15.475161613717288;1.4934144570816192
Santiago del Teide;112.0;7.42857142857143;4.32989078822412;4.0;303082;5.095751705921198;1.2326656394453004
Santiago-Pontones;8.0;3.146629172627617;2.527683457804128;0.0;12066;0.1240181893344357;0.3307151715584952
Santillana del Mar;39.0;5.03424657534247;5.06756756756757;5.0;10154;0.763807285546416;2.291421856639248
Santiponce;132.0;5.26325757575758;4.04199110122358;0.0;4356;1.2135221034383126;3.8139266108061256
Santisteban del Puerto;9.0;2.46840521430784;2.527683457804128;0.0;734;0.521415270018622;0.3351955307262569
Santo Domingo de la Calzada;1.0;3.65859756707378;3.336079012169648;16.0;3166;3.9120715350223545;0.018628912071535
Santomera;115.0;3.56332124524914;3.26666666666667;15.0;15143;4.695837780149413;1.7533160542765664
Santos de Maimona, Los;35.0;2.58939974457216;2.67857142857143;11.0;5941;1.1375947995666305;0.9479956663055256
Santos de la Humosa, Los;87.0;5.27272727272727;4.92957746478873;13.0;18722;2.175805047867711;7.571801566579634
Santovenia de Pisuerga;53.0;5.0;4.21348314606742;6.0;1637;12.192860454334724;2.457116365322207
Santoña;6.0;5.36674347158218;4.11432755322461;5.0;13308;4.612850082372323;0.0760359903687745
Santpedor;77.0;5.93333333333333;4.88235294117647;8.0;3256;9.816152330925805;2.5279054497701905
Sanxenxo;68.0;5.08474576271186;3.17802316186372;12.0;101125;2.4498886414253898;0.3883273371023927
Sariegos;106.0;5.29620775973751;3.75588059999247;6.0;732;0.603448275862069;4.568965517241379
Sariñena;49.0;3.82783882783883;3.1496062992126;1.0;8849;3.690888119953864;1.8838908112264516
Sarria;28.0;2.83614697120159;2.49659226076012;12.0;10830;4.973357015985791;0.3552397868561279
Sarrià de Ter;64.0;6.25753012048193;5.32873837077377;8.0;7288;7.992477668077104;3.0089327691584398
Saucejo, El;13.0;4.939061551348131;2.41935483870968;0.0;4220;0.2721829069134458;0.7076755579749592
Sauzal, El;61.0;5.63380281690141;5.3177734375;4.0;19822;4.266510812390415;1.782583284628872
Saviñao, O;10.0;1.98863636363636;2.11612888465021;12.0;2652;0.6861682918020946;0.3611412062116287
Sax;18.0;3.21428571428571;3.12170627423685;10.0;11632;1.8380526577247889;0.2980625931445603
Sedaví;25.0;5.09259259259259;4.64285714285714;10.0;4385;8.4878900283657;0.5454942177612917
Segorbe;32.0;3.24229059284057;2.54690169822506;10.0;21153;5.387101739264276;0.4925350161613052
Segovia;148.0;5.88235294117647;3.89220856858657;6.0;72082;12.572474824534636;0.5018139897602821
Segura de León;8.0;2.962972945965435;2.3957267070095725;11.0;1038;0.0;0.5805515239477503
Selaya;3.0;3.44827586206897;4.11432755322461;5.0;859;3.0032467532467533;0.2435064935064935
Selva;109.0;4.77022146183823;4.51127819548872;3.0;54076;1.7982456140350878;4.780701754385965
Selva del Camp, La;30.0;5.24383078730905;4.76356712154871;8.0;11045;5.886736214605067;1.1177347242921014
Sencelles;141.0;6.730930626584465;5.77981651376147;3.0;21637;0.3525782282944028;6.21419127368885
Sentmenat;163.0;7.08333333333333;4.42040598290598;8.0;10091;8.344513013147303;4.373490743225114
Serra;88.0;3.7109375;4.9593537414966;10.0;3249;2.6741996233521657;3.3145009416195856
Serranillos del Valle;76.0;6.335801154596;5.13363687110566;13.0;2049;3.2581453634085213;4.761904761904762
Serón;8.0;3.995843624895013;3.2061202807089906;0.0;1169;0.2466091245376079;0.4932182490752158
Seseña;452.0;5.70175438596491;4.57635163445639;7.0;60086;9.58560066973629;3.78401004604437
Setenil de las Bodegas;4.0;5.012413738285534;4.467965812879639;0.0;2806;0.1179941002949852;0.2359882005899705
Seu d'Urgell, La;43.0;4.61941455392114;4.31654676258993;8.0;59651;14.99002564833286;0.6127101738387005
Seva;97.0;4.49438202247191;5.10204081632653;8.0;4007;2.969187675070028;5.434173669467787
Sevilla;1093.0;7.98870864882101;5.45454545454545;0.0;1375335;8.362954300732902;0.3163750882839908
Sevilla la Nueva;90.0;7.64705882352941;6.02048073245362;13.0;2340;13.09377307408319;2.215111986217081
Siero;413.0;5.34722222222222;4.44444444444444;2.0;53453;7.586766495776933;1.5232545273485043
Sierra de Yeguas;16.0;5.801511378442833;2.27267331433998;0.0;1673;0.2321532211259431;0.9286128845037724
Sigüenza;34.0;4.15841584158416;2.89296339020096;7.0;19216;3.1416603198781416;0.6473724295506473
Siles;7.0;3.28571428571429;2.527683457804128;0.0;2026;0.7510109763142692;0.4043905257076834
Silla;31.0;4.26829268292683;3.41463414634146;10.0;25088;7.522546419098143;0.3289124668435013
Silleda;22.0;3.31043462643678;2.3132876204596;12.0;7749;3.122769450392577;0.3925767309064953
Silos, Los;37.0;5.46666666666667;3.125;4.0;15076;1.9105312208760483;1.7241379310344829
Sils;126.0;6.48060397805428;5.2250641025641;8.0;28872;6.574923547400612;4.81651376146789
Simancas;112.0;5.18181818181818;4.76447083354017;6.0;18306;1.420345489443378;4.299424184261037
Simat de la Valldigna;18.0;3.31541218637993;2.75885457135457;10.0;1746;2.6525198938992043;0.9549071618037136
Sineu;154.0;6.25;4.69496212121212;3.0;14867;3.5834738617200674;6.492411467116358
Siruela;7.0;2.962972945965435;2.3957267070095725;11.0;1578;0.0;0.3549695740365111
Sitges;271.0;11.6717137437506;11.4035087719298;8.0;369360;13.621279420023486;1.3835707356920406
Sober;12.0;2.8216744173774844;3.39114447578247;12.0;5721;0.1819836214740673;0.545950864422202
Sobrado;7.0;3.66003568353889;2.581355082055861;12.0;2492;0.1470588235294117;0.5147058823529411
Sobrado;1.0;3.5678083635732585;2.8519279104682576;6.0;2492;0.0;0.0735294117647058
Socuéllamos;50.0;3.18681318681319;2.32068543451652;7.0;10089;1.8951445566468392;0.6916585973163646
Solana de los Barros;5.0;2.962972945965435;2.3957267070095725;11.0;1258;0.0;0.4163197335553705
Solana, La;51.0;3.45;1.88118811881188;7.0;3223;0.7145641158893076;0.6625958165519034
Sollana;31.0;3.58870967741935;3.10185185185185;10.0;20036;4.725897920604915;1.172022684310019
Solsona;64.0;3.73684210526316;3.56167056986729;8.0;6955;10.265586739498964;1.205500094179695
Son Servera;162.0;5.55555555555556;3.81069347097222;3.0;340800;12.174458738625669;2.541575149042987
Sonseca;85.0;2.78404612258211;2.74921854404399;7.0;2394;1.407111618178361;1.6162768587183876
Sorbas;12.0;2.92476465229274;2.98611111111111;0.0;26646;0.6204756980351603;0.6204756980351603
Soria;57.0;5.84507042253521;5.05050505050505;6.0;53260;10.46273628446442;0.2287594814785086
Sort;16.0;4.75260416666667;3.01989464763898;8.0;8675;9.99507631708518;0.7877892663712457
Sotillo de la Adrada;69.0;3.35956726393859;3.37078651685393;6.0;2567;3.444654484352027;1.4492753623188406
Soto del Barco;45.0;5.6404532967033;3.30188679245283;2.0;4736;4.04422461448938;1.3092813500145477
Soto del Real;164.0;7.14285714285714;7.24795560747664;13.0;7270;5.039582931067773;3.166634485421896
Soutomaior;34.0;4.26482815964523;2.5401613484548;12.0;6665;10.26206896551724;0.9379310344827586
Suances;80.0;5.95957040160654;4.95535714285714;5.0;12014;4.794810322944578;1.1281906642222537
Subirats;75.0;5.4951885638002;3.4084117734947;8.0;18672;1.411764705882353;4.411764705882353
Sueca;117.0;3.6415804024947;3.6697247706422;10.0;26694;2.7576369903720432;0.4635682871746107
Sénia, La;51.0;2.64818834529972;2.02586206896552;8.0;2921;3.4482758620689653;1.4655172413793105
Sóller;369.0;7.26330785418801;5.98425196850394;3.0;322062;7.186748597381779;4.929201175527652
Súria;47.0;4.70588235294118;3.77519379844961;8.0;7431;6.029365823180256;1.4682911590128085
Tabernas;15.0;3.995843624895013;2.05607476635514;0.0;8327;0.3683995088006549;0.6139991813344249
Taboada;7.0;3.37662337662338;2.2057685839005488;12.0;1083;0.5863779882724403;0.3157419936851601
Tacoronte;247.0;6.00237377974375;4.57446808510638;4.0;22791;4.387180197654013;2.281333702780086
Talamanca de Jarama;58.0;6.66666666666667;4.81416447175885;13.0;2939;11.32554596241747;2.945657694261046
Talarrubias;22.0;2.962972945965435;1.9720665052873;11.0;18481;0.209205020920502;0.7670850767085077
Talavera de la Reina;158.0;4.36175578218325;3.46505156889658;7.0;52881;8.150835817027343;0.3412379594833916
Talavera la Real;62.0;3.71813751035895;3.14144736842105;11.0;10365;1.0612244897959184;2.5306122448979598
Talayuela;43.0;2.4914089347079;2.33333333333333;11.0;6879;0.5583308845136644;1.2635909491625037
Tamarite de Litera;30.0;3.78787878787879;2.79017857142857;1.0;14398;4.7888774459320285;1.544799176107106
Tanque, El;20.0;6.082153700825445;3.01927239427239;4.0;8162;0.4081632653061224;1.6326530612244898
Tapia de Casariego;30.0;4.95901639344262;2.80724920634921;2.0;4756;2.527646129541864;0.9478672985781992
Taradell;150.0;5.34925572519084;3.91272696128811;8.0;1191;9.056078021595264;5.224660397074191
Tarancón;62.0;4.21254285138133;3.13060913881078;7.0;18387;8.715991628708606;0.7632648036439739
Tarazona;34.0;4.34782608695652;3.73821632349293;1.0;71888;3.851622075739951;0.4394468140105984
Tarazona de la Mancha;56.0;2.38657268170426;2.52318603382433;7.0;4074;1.6565433462175594;1.5461071231363888
Tarifa;124.0;7.71939328277356;6.36109105838692;0.0;595045;2.5687769307258868;1.0275107722903547
Tarragona;326.0;6.54205607476635;5.84514995597623;8.0;402354;12.938850930342486;0.4669617406500222
Tauste;53.0;3.68268910896156;2.65828316177899;1.0;14853;5.924358635281672;1.4017455699550383
Tavernes Blanques;21.0;4.45544554455445;3.50282485875706;10.0;219;7.048648648648649;0.4540540540540541
Tavernes de la Valldigna;76.0;2.94117647058824;2.65926886576222;10.0;24539;2.392247221469233;0.5150447275684468
Tazacorte;20.0;5.90424630865696;4.54872695886625;4.0;8581;3.300888700804063;0.8463817181548878
Teba;2.0;5.801511378442833;4.285825677766587;0.0;13537;0.1497753369945082;0.0998502246630054
Tegueste;133.0;5.40540540540541;4.12371134020619;4.0;6385;6.059957173447537;2.84796573875803
Teguise;843.0;7.95220588235294;6.51701077782106;4.0;489092;1.210806903406524;7.617240444564922
Teià;160.0;8.60145980601677;8.15200336700337;8.0;10019;5.405405405405405;6.45421540943929
Tejeda;10.0;6.432925737999982;1.37562568973139;4.0;15226;0.4036326942482341;1.0090817356205852
Telde;933.0;6.25;4.61538461538462;4.0;127702;7.500054238170655;2.02416852884386
Tembleque;30.0;4.157687290851066;2.16609321238661;7.0;5054;0.5098789037603569;1.9120458891013383
Teo;121.0;4.54545454545455;3.46730870020964;12.0;17494;6.320356472795497;1.4188555347091931
Teror;189.0;4.86276645734547;3.59477124183007;4.0;6961;1.9192688499619197;2.878903274942879
Terradillos;8.0;3.22078329214609;3.3899346608141827;6.0;151;2.541544477028348;0.3910068426197458
Terrassa;865.0;7.87037037037037;4.29447852760736;8.0;191892;12.201758482750218;0.8782260848376551
Teruel;180.0;4.93827160493827;3.56643041935093;1.0;47528;12.191677175283733;0.9079445145018916
Teulada;147.0;5.14623634688775;5.3030303030303;10.0;229143;2.124083129584352;1.1231662591687042
Tiana;173.0;9.93548766727575;7.38911917098446;8.0;14608;8.067118425298483;5.582445950306551
Tielmes;29.0;5.3030303030303;4.28217213114754;13.0;2025;6.576271186440678;1.9661016949152543
Tiemblo, El;58.0;3.22222222222222;3.49616618120829;6.0;1285;2.509385496937364;1.1460185734044654
Tijarafe;26.0;6.082153700825445;3.7962962962963;4.0;22845;0.4416403785488959;1.640378548895899
Tinajo;134.0;6.71943465421985;3.83149668559225;4.0;67679;3.5610766045548656;5.548654244306419
Tineo;64.0;3.30175059283024;2.7100988700565;2.0;11137;2.4026512013256007;1.0604805302402651
Tobarra;40.0;2.6485718397007;2.30052716008408;7.0;6132;1.3418079096045197;0.7062146892655368
Toboso, El;8.0;4.157687290851066;2.993223743943696;7.0;3511;0.2279635258358662;0.60790273556231
Toledo;500.0;6.21289287752118;4.68650791791482;7.0;154861;12.894479174512314;1.255303657954859
Tolox;6.0;5.801511378442833;4.285825677766587;0.0;5908;0.463768115942029;0.3478260869565217
Tomares;314.0;6.77251344086022;5.88198122291767;0.0;15275;6.759397631911714;3.609610300034487
Tomelloso;174.0;3.95024671052632;2.91685127750702;7.0;24301;4.152936869083111;0.9100894398242586
Tomiño;132.0;4.06191074795726;3.83279914529915;12.0;152508;3.688740558580714;2.3186369225364483
Tona;156.0;6.0;3.95026391809985;8.0;5719;9.945750452079563;4.029966416946525
Toral de los Vados;7.0;2.45232413140695;2.8519279104682576;6.0;154;1.374819102749638;0.5065123010130246
Tordera;297.0;6.57894736842105;5.42635658914729;8.0;40559;7.654352226720648;3.757591093117409
Tordesillas;54.0;3.91390931372549;3.53172021257983;6.0;91535;5.539104685594844;0.9406026824595018
Tordoia;11.0;3.66003568353889;2.44864851678376;12.0;3748;0.0;0.7503410641200545
Torelló;174.0;4.86377619395711;3.68783771407638;8.0;3476;10.0;2.51082251082251
Toreno;9.0;2.32558139534884;2.8519279104682576;6.0;326;1.262214983713355;0.3664495114006514
Toro;34.0;3.51063829787234;2.66248709641994;6.0;31334;3.517094716178636;0.5561917225584819
Torralba de Calatrava;29.0;3.4787665376387884;2.17708333333333;7.0;1182;0.049455984174085;1.434223541048467
Torre de Claramunt, La;98.0;5.013197586727;6.29260233049449;8.0;2722;1.245753114382786;5.549263873159683
Torre del Bierzo;22.0;3.5678083635732585;1.5930997415077;6.0;1649;0.4811547714514835;1.7642341619887731
Torre-Pacheco;666.0;3.90117694805195;3.15478658794298;15.0;107470;3.140062037699833;3.1782390837508947
Torreblanca;73.0;3.48101265822785;2.01680672268908;10.0;19821;3.7289289971053976;1.242976332368466
Torredembarra;295.0;6.41891891891892;5.51282051282051;8.0;46923;8.280908096280088;2.0172319474835887
Torredonjimeno;19.0;3.1578947368421;2.45098039215686;0.0;6208;1.7994141442321103;0.2650299902357372
Torrefarrera;32.0;5.23255813953488;4.17990073539407;8.0;4090;9.663032705649158;1.5857284440039645
Torregrossa;12.0;3.71287128712871;1.50081394058234;8.0;2454;1.8018018018018016;1.0810810810810811
Torrejoncillo;15.0;2.940886175242486;2.25041103397881;11.0;825;0.1371115173674588;0.6855575868372943
Torrejón de Ardoz;157.0;8.10810810810811;6.48148148148148;13.0;106966;13.218209120366712;0.3102031138860349
Torrejón de Velasco;58.0;5.71428571428571;4.92502093908406;13.0;9800;3.788334335538184;3.4876728803367407
Torrejón de la Calzada;71.0;6.57142857142857;6.04838709677419;13.0;6027;8.592870544090056;2.664165103189493
Torrejón del Rey;126.0;5.32554121022431;5.58132980752847;7.0;5085;1.3977514433302949;3.828623518687329
Torrelaguna;102.0;5.40123456790123;4.51153324287653;13.0;4602;8.894776684330052;3.8607115821347455
Torrelavega;121.0;5.46715654137529;4.74770642201835;5.0;33101;7.303646563814866;0.4242636746143057
Torrelles de Foix;65.0;5.0;4.26764455782313;8.0;4038;3.109656301145663;3.5460992907801416
Torrelles de Llobregat;154.0;8.59375;6.64658634538153;8.0;2320;7.162426614481409;6.027397260273973
Torrelodones;322.0;10.3976298701299;7.22895763656633;13.0;35334;8.957219251336898;3.9134662129314535
Torremolinos;175.0;8.13953488372093;7.44229532163743;0.0;579248;7.254619944211995;0.3813633193863319
Torrent;3.0;5.879446029324413;4.151842664200337;8.0;102298;0.0;0.0072217808911677
Torrent;370.0;5.13722730471499;6.03265379000326;10.0;102298;8.53855227365735;0.8906863099106906
Torrenueva;10.0;3.4787665376387884;1.66335101679929;7.0;2178;0.0534188034188034;0.5341880341880342
Torreperogil;15.0;2.83981716268517;2.3867174713156;0.0;1958;0.946922501868926;0.373785198106155
Torres de Cotillas, Las;171.0;3.68394688836389;3.6;15.0;14712;1.6941645443472484;1.893478020152807
Torres de Segre;6.0;7.07164636010484;3.147891427460225;8.0;9882;1.953125;0.5859375
Torres de la Alameda;94.0;6.34664618535586;4.73228341625606;13.0;22875;8.957264957264957;3.213675213675214
Torrevieja;794.0;5.40540540540541;6.42330210772834;10.0;953125;2.4025798193141816;0.6515192542812364
Torrijos;70.0;4.02298850574713;2.89535749751738;7.0;7412;9.603440038222647;1.1148272017837235
Torroella de Montgrí;205.0;5.7941763425254;5.21739130434783;8.0;287458;5.391148860080465;1.8328118015198929
Torrox;105.0;6.520125;5.97014925373134;0.0;160831;3.269299606252237;0.626416895358549
Tortosa;237.0;4.41176470588235;3.21100917431193;8.0;67918;10.06703718558414;1.3579327336274567
Tossa de Mar;47.0;7.25806451612903;6.08695652173913;8.0;179102;5.237453688110475;0.791512293701583
Totana;407.0;3.64546882290209;3.2258064516129;15.0;42797;5.0516966206370135;2.8242314898341543
Touro;10.0;2.70404613308594;1.89257742596701;12.0;3666;0.9513742071881608;0.5285412262156448
Toén;15.0;3.0485302148776534;2.75229357798165;12.0;2451;0.0;0.7481296758104738
Trazo;13.0;3.66003568353889;2.30769230769231;12.0;5580;0.5511811023622047;1.0236220472440944
Trebujena;14.0;3.79807692307692;3.42857142857143;0.0;1349;0.382043935052531;0.4457179242279528
Tremp;17.0;3.45744680851064;3.30882352941176;8.0;27371;8.94975199482424;0.3666163467759327
Tres Cantos;186.0;10.392523364486;9.25925925925926;13.0;63073;16.965546455803445;1.313188364868681
Trigueros;55.0;3.55506031074513;3.53982300884956;0.0;6907;0.7285974499089253;1.6697024893746206
Trujillo;82.0;3.77781809385583;3.14670138888889;11.0;25201;2.5061771973173315;1.4472290857747971
Tudela de Duero;137.0;4.86486486486486;4.01096259358556;6.0;4892;6.188797493145319;2.6831179005092047
Tui;161.0;3.91304347826087;3.11965811965812;12.0;136034;5.676020408163265;2.0535714285714284
Tuineje;333.0;6.33802816901408;5.34825870646766;4.0;127835;6.196420514363062;5.0082719205895625
Turre;28.0;3.93318965517241;2.90359057404512;0.0;13974;2.101835405565424;0.8288928359976317
Turís;91.0;3.41530054644809;3.37078651685393;10.0;12270;3.586387434554974;2.3821989528795813
Tàrrega;122.0;4.54545454545455;2.83464059196617;8.0;63720;12.264459209236469;1.328831281995425
Tías;390.0;8.41584158415842;6.08932102834542;4.0;917693;6.167950128346168;2.8602860286028604
Tíjola;6.0;3.03492239467849;3.2061202807089906;0.0;382;0.6291946308724832;0.2516778523489933
Ubrique;43.0;3.87460421443389;3.12671326754386;0.0;8510;1.584998325705994;0.4799642817278714
Uceda;93.0;5.24902553019346;4.95495495495495;7.0;3906;1.386748844375963;3.5824345146379044
Ugena;115.0;6.25;4.29447852760736;7.0;1884;2.076547231270358;4.682410423452769
Ugíjar;10.0;2.46575342465753;2.00862657481537;0.0;5883;0.5851063829787234;0.5319148936170213
Ulldecona;26.0;3.28280350601779;2.40116752812405;8.0;21673;3.704618424302297;0.6421338602123982
Umbrete;163.0;4.50617283950617;4.28571428571429;0.0;1388;0.5568581477139508;4.77725674091442
Unión, La;129.0;4.31102362204724;3.77358490566038;15.0;4729;5.216664677092037;1.5399307628029126
Urda;13.0;4.157687290851066;1.64285714285714;7.0;1292;0.2621919244887257;0.6816990036706869
Utebo;118.0;5.81395348837209;4.99938694402165;1.0;9851;11.91827468785471;1.4882078446210114
Utiel;43.0;3.5078125;2.59762773722628;10.0;12599;3.358992302309307;0.6018194541637508
Utrera;287.0;4.34782608695652;3.84615384615385;0.0;45360;2.7872838616714697;1.292327089337176
Utrillas;8.0;3.36499919833253;2.332377020920341;1.0;1195;2.567027952082145;0.4563605248146035
Vacarisses;174.0;5.74324324324324;6.68042452830189;8.0;11266;0.8533747090768037;4.499612102404965
Val de San Vicente;27.0;5.35714285714286;4.31510088272383;5.0;7699;3.4343434343434343;1.0909090909090908
Val do Dubra;21.0;2.66783029001074;2.63157894736842;12.0;4385;2.9397818871503083;0.9957325746799432
Valadouro, O;19.0;2.54545454545455;1.5625;12.0;1259;2.117362371445856;1.1494252873563218
Valdefresno;25.0;3.5678083635732585;3.95833333333333;6.0;2162;0.1328021248339973;1.6600265604249669
Valdelacalzada;23.0;2.962972945965435;2.45114380719118;11.0;318;0.0863557858376511;1.986183074265976
Valdemorillo;307.0;8.0;6.25;13.0;12501;6.211623589890047;4.383835499071826
Valdemoro;268.0;7.69298604382746;5.68657328200741;13.0;114923;14.188471375172142;1.054495376746016
Valdeolmos-Alalpardo;84.0;7.24282661782662;6.03396208628472;13.0;2472;12.004287245444802;4.501607717041801
Valdepeñas;148.0;4.36893203883495;2.95497112533167;7.0;35993;6.708333333333333;0.8809523809523809
Valdepeñas de Jaén;1.0;3.146629172627617;2.527683457804128;0.0;3362;0.2422285022204279;0.0403714170367379
