;Codigo_provincia;Provincia;Codigo_municipio;Total_vc_2020;Total_vu_2020;Alquiler_mes_vc_m2_2020;Alquiler_mes_vu_m2_2020;Total_vc_2021;Total_vu_2021;Alquiler_mes_vc_m2_2021;Alquiler_mes_vu_m2_2021;Comunidad_autonoma;Poblacion_2020;Poblacion_2021;Inmuebles_totales;Viviendas_turisticas_2020;Viviendas_turisticas_2021;Turistas_2020;Turistas_2021;Porcentaje_viviendas_turisticas_2020;Total_casas_alquiler_2020;Porcentaje_viviendas_alquiler_2020;Porcentaje_vc_alquiler_2020;Porcentaje_vu_alquiler_2020;Porcentaje_viviendas_turisticas_2021;Total_casas_alquiler_2021;Porcentaje_viviendas_alquiler_2021;Porcentaje_vc_alquiler_2021;Porcentaje_vu_alquiler_2021
Osuna;41;Sevilla;41068;105.0;135.0;3.50645397961816;2.99570982905983;110.0;129.0;3.78108711839166;2.94117647058824;Andalucía;17621.0;17594.0;7984.0;9;20;15879;23702;0.11272545090180361;240.0;3.006012024048096;1.315130260521042;1.690881763527054;0.250501002004008;239.0;2.993486973947896;1.377755511022044;1.6157314629258517
Ourense;32;Ourense;32054;8433.0;357.0;4.35483870967742;3.95074927887526;8586.0;389.0;4.45987748683827;3.87440557065217;Galicia;105643.0;104596.0;72998.0;197;368;74078;82028;0.26987040740842216;8790.0;12.041425792487466;11.552371297843777;0.4890544946436889;0.5041234006411135;8975.0;12.294857393353242;11.7619660812625;0.5328913120907423
Outeiro de Rei;27;Lugo;27039;204.6153846153846;48.0;2.7938783308985915;3.7037037037037;0.0;49.0;2.8216744173774844;3.86740331491713;Galicia;5210.0;5216.0;2508.0;2;7;4423;10013;0.07974481658692185;252.6153846153846;10.072383756594283;8.158508158508159;1.9138755980861244;0.27910685805422647;49.0;1.9537480063795853;0.0;1.9537480063795853
Outes;15;Coruña, A;15062;26.0;26.0;2.33644859813084;2.27271464646465;31.0;27.0;2.45295698924731;2.27272727272727;Galicia;6155.0;6150.0;3852.0;61;122;2775;6380;1.5835929387331256;52.0;1.3499480789200415;0.6749740394600208;0.6749740394600208;3.167185877466251;58.0;1.505711318795431;0.8047767393561787;0.7009345794392523
Oviedo;33;Asturias;33044;16040.0;333.0;6.35416666666667;4.41786758563074;16519.0;320.0;6.52173913043478;4.21701443816698;Asturias, Principado de;219910.0;217552.0;128454.0;502;1033;160568;194465;0.39080137636819406;16373.0;12.746197082223986;12.4869603126411;0.2592367695828857;0.804178927865228;16839.0;13.108972861880517;12.859856446665733;0.24911641521478506
Paderne;15;Coruña, A;15064;3.0;29.0;3.5857660396338327;2.98573343731432;4.0;31.0;3.66003568353889;3.03030303030303;Galicia;2383.0;2393.0;1165.0;18;27;348;2152;1.5450643776824033;32.0;2.7467811158798283;0.2575107296137339;2.4892703862660945;2.3175965665236054;35.0;3.004291845493562;0.34334763948497854;2.6609442060085837
Padrenda;32;Ourense;32056;1.0;2.0;2.9538530040415756;2.7393533485051367;1.0;5.0;3.0485302148776534;2.9186549988965313;Galicia;1671.0;1653.0;1565.0;2;6;10651;11715;0.12779552715654952;3.0;0.19169329073482427;0.06389776357827476;0.12779552715654952;0.38338658146964855;6.0;0.38338658146964855;0.06389776357827476;0.3194888178913738
Padrón;15;Coruña, A;15065;183.0;26.0;3.83015500385902;2.17623134328358;203.0;31.0;3.84615384615385;2.41190476190476;Galicia;8366.0;8317.0;4954.0;39;88;12762;25880;0.7872426322163908;209.0;4.21881308033912;3.693984658861526;0.5248284214775939;1.7763423496164716;234.0;4.723455793298345;4.097698829228906;0.6257569640694388
Padul;18;Granada;18150;78.0;68.0;3.49206349206349;3.57142857142857;86.0;72.0;3.62211007591442;3.69912153650391;Andalucía;8694.0;8934.0;5083.0;18;39;9525;8467;0.35412158174306513;146.0;2.8723194963604173;1.5345268542199488;1.3377926421404682;0.7672634271099744;158.0;3.108400550855794;1.6919142238835334;1.4164863269722605
Paiporta;46;Valencia/Valéncia;46186;1115.0;55.0;4.75;3.965218680959;1188.0;48.0;5.0;4.06297717799513;Comunitat Valenciana;26514.0;26401.0;11759.0;14;27;12844;13331;0.1190577430053576;1170.0;9.949825665447742;9.482098817926694;0.4677268475210477;0.2296113615103325;1236.0;10.511097882472999;10.102899906454631;0.40819797601836894
Palacios y Villafranca, Los;41;Sevilla;41069;148.0;41.0;4.03225806451613;3.34905660377358;151.0;43.0;4.24272213024283;3.53682170542636;Andalucía;38548.0;38678.0;14084.0;11;24;15843;12804;0.07810281170122124;189.0;1.341948310139165;1.050837830161886;0.2911104799772792;0.17040613462084636;194.0;1.3774495881851747;1.0721385969894917;0.30531099119568306
Palafolls;8;Barcelona;8155;375.0;103.0;7.40740740740741;5.58546180260549;390.0;102.0;7.51321775884126;5.74051071447239;Cataluña;9613.0;9646.0;4433.0;39;52;19139;34356;0.8797653958944281;478.0;10.7827656214753;8.45928265283104;2.323482968644259;1.1730205278592376;492.0;11.098578840514325;8.79765395894428;2.300924881570043
Palafrugell;17;Girona;17117;903.0;325.0;5.53749560941342;4.29166666666667;949.0;341.0;5.76923076923077;4.56722906001096;Cataluña;23244.0;23046.0;17021.0;1318;2360;137895;216532;7.743375829857235;1228.0;7.21461723753011;5.305211209682158;1.9094060278479525;13.865225309911287;1290.0;7.578873156688796;5.575465601316021;2.0034075553727746
Palamós;17;Girona;17118;997.0;242.0;6.61611519607843;5.09259259259259;1020.0;243.0;6.82353174603174;5.48780487804878;Cataluña;18135.0;18196.0;12244.0;590;1015;89263;151762;4.818686703691604;1239.0;10.119242077752368;8.142763802678862;1.9764782750735055;8.289774583469454;1263.0;10.315256452139824;8.330610911466842;1.9846455406729826
Palas de Rei;27;Lugo;27040;14.0;17.0;2.42718446601942;2.36293683515385;18.0;18.0;2.52933614832273;2.53541881369518;Galicia;3326.0;3316.0;2640.0;17;39;3304;6232;0.6439393939393939;31.0;1.1742424242424243;0.5303030303030303;0.6439393939393939;1.4772727272727273;36.0;1.3636363636363635;0.6818181818181818;0.6818181818181818
Palau d'Anglesola, El;25;Lleida;25158;27.0;16.0;4.45454545454545;3.4375;31.0;15.0;4.86666666666667;3.4375;Cataluña;2166.0;2205.0;887.0;0;0;11666;3736;0.0;43.0;4.8478015783540025;3.043968432919955;1.8038331454340473;0.0;46.0;5.186020293122886;3.4949267192784665;1.6910935738444195
Palau-solità i Plegamans;8;Barcelona;8156;404.0;308.0;7.2446719858156;6.875;393.0;318.0;7.58917553191489;7.08435065690036;Cataluña;14892.0;14917.0;5855.0;3;3;25559;23956;0.05123825789923143;712.0;12.160546541417592;6.900085397096499;5.260461144321093;0.05123825789923143;711.0;12.143467122117848;6.712211784799317;5.4312553373185315
Palazuelos de Eresma;40;Segovia;40155;192.0;69.0;5.15463917525773;4.76190476190476;201.0;68.0;5.42282111082318;4.73761904761905;Castilla y León;5538.0;5597.0;2399.0;13;22;3363;4210;0.5418924551896623;261.0;10.879533138807837;8.003334722801167;2.8761984160066696;0.9170487703209671;269.0;11.213005418924553;8.378491037932472;2.83451438099208
Palencia;34;Palencia;34120;4331.0;113.0;5.1446151924038;4.0408834426731;4389.0;121.0;5.20877378435518;4.3202614379085;Castilla y León;78144.0;77090.0;46481.0;19;54;62081;59655;0.040876917450140916;4444.0;9.56089584991717;9.317785761924227;0.24311008799294334;0.1161765022267163;4510.0;9.702889352638712;9.442567930982552;0.26032142165616057
Pallaresos, Els;43;Tarragona;43100;18.0;52.0;5.90903535631299;5.5;17.0;49.0;5.89473684210526;5.59440559440559;Cataluña;4850.0;4872.0;1786.0;12;24;1624;650;0.671892497200448;70.0;3.9193729003359463;1.007838745800672;2.9115341545352744;1.343784994400896;66.0;3.6954087346024638;0.9518477043673013;2.7435610302351625
Pallejà;8;Barcelona;8157;442.0;91.0;8.66752782193959;6.40931114388035;464.0;94.0;8.78378378378378;6.95283252101434;Cataluña;11622.0;11636.0;4795.0;12;24;7094;10745;0.2502606882168926;533.0;11.115745568300312;9.217935349322211;1.897810218978102;0.5005213764337852;558.0;11.637122002085507;9.676746611053181;1.9603753910323254
Palma;7;Balears, Illes;7040;27702.0;2118.0;8.05088607594937;6.49188838416613;28266.0;2185.0;8.33333333333333;6.89655172413793;Balears, Illes;422587.0;419366.0;192259.0;1702;2938;1564529;3415244;0.885264148882497;29820.0;15.5103272148508;14.408688279872464;1.1016389349783364;1.5281469268018661;30451.0;15.83853031587598;14.702042557175476;1.136487758700503
Palma de Cervelló, La;8;Barcelona;8905;199.0;49.0;7.92259007274283;5.84753297387526;202.0;45.0;8.25653427072315;6.27509599863413;Cataluña;2992.0;3015.0;1318.0;1;3;3047;1216;0.07587253414264036;248.0;18.81638846737481;15.098634294385432;3.7177541729893777;0.2276176024279211;247.0;18.74051593323217;15.326251896813353;3.4142640364188166
Palma del Condado, La;21;Huelva;21054;47.0;63.0;3.60202839695027;3.35125129864152;52.0;66.0;3.70555555555556;3.21611505122143;Andalucía;10801.0;10787.0;4854.0;1;1;8562;4773;0.020601565718994644;110.0;2.2661722290894106;0.9682735887927483;1.2978986402966626;0.020601565718994644;118.0;2.430984754841368;1.0712814173877214;1.3597033374536465
Palma del Río;14;Córdoba;14049;168.0;40.0;3.75;3.01724137931034;171.0;38.0;3.79310344827586;3.12244590259892;Andalucía;20928.0;20910.0;9445.0;6;12;8377;11441;0.06352567496029646;208.0;2.20222339862361;1.7787188988883007;0.4235044997353097;0.12705134992059292;209.0;2.212811011116993;1.810481736368449;0.4023292747485442
Palmas de Gran Canaria, Las;35;Palmas, Las;35016;18469.0;1360.0;6.82539682539683;4.30044342507645;19028.0;1409.0;7.04545454545455;4.39882697947214;Canarias;381223.0;378675.0;186336.0;2250;4271;770053;808237;1.2074961360123648;19829.0;10.641529280439636;9.911664949338828;0.7298643311008072;2.2920959986261376;20437.0;10.967821569637644;10.211660656019234;0.7561609136184098
Palomares del Río;41;Sevilla;41070;7.0;124.0;4.691556399380442;4.77941176470588;12.0;130.0;6.1576354679803;4.99227138643068;Andalucía;8843.0;9020.0;2882.0;9;12;3482;3410;0.31228313671061764;131.0;4.545454545454546;0.24288688410825815;4.302567661346287;0.4163775156141568;142.0;4.9271339347675225;0.4163775156141568;4.510756419153366
Palos de la Frontera;21;Huelva;21055;57.0;51.0;4.6059586068766;4.64102564102564;72.0;59.0;4.74581724581725;4.25531914893617;Andalucía;11742.0;12001.0;4295.0;33;52;54920;47697;0.7683352735739232;108.0;2.5145518044237485;1.3271245634458673;1.1874272409778812;1.210710128055879;131.0;3.050058207217695;1.6763678696158324;1.3736903376018625
Pals;17;Girona;17124;37.0;43.0;5.2871130952381;4.39613526570048;41.0;44.0;6.5;4.37029547241883;Cataluña;2395.0;2516.0;4108.0;657;1169;93366;115667;15.993184031158714;80.0;1.9474196689386563;0.9006815968841285;1.0467380720545278;28.456669912366117;85.0;2.069133398247322;0.9980525803310614;1.071080817916261
Pantoja;45;Toledo;45128;32.0;38.0;3.48101265822785;3.87426900584795;36.0;38.0;3.81049888309754;3.91166870665035;Castilla-La Mancha;3394.0;3408.0;1626.0;0;0;2013;3112;0.0;70.0;4.305043050430505;1.968019680196802;2.337023370233702;0.0;74.0;4.551045510455104;2.2140221402214024;2.337023370233702
Pantón;27;Lugo;27041;3.0;19.0;2.7938783308985915;1.69944789510007;6.0;25.0;2.8216744173774844;1.88153458021008;Galicia;2457.0;2429.0;1678.0;29;57;1355;4870;1.7282479141835518;22.0;1.3110846245530394;0.17878426698450536;1.132300357568534;3.3969010727056017;31.0;1.8474374255065553;0.3575685339690107;1.4898688915375446
Papiol, El;8;Barcelona;8158;170.0;66.0;7.03390589992532;5.99998888888889;173.0;68.0;7.57984630419332;5.84375290869039;Cataluña;4172.0;4232.0;1895.0;2;8;13379;9973;0.10554089709762533;236.0;12.453825857519789;8.970976253298153;3.4828496042216357;0.42216358839050133;241.0;12.717678100263852;9.129287598944591;3.588390501319261
Paracuellos de Jarama;28;Madrid;28104;1033.0;353.0;8.68809528151633;7.46429782903664;1068.0;353.0;8.90774125132556;7.61904761904762;Madrid, Comunidad de;25917.0;26235.0;5538.0;24;52;40417;51242;0.4333694474539545;1386.0;25.027085590465873;18.652943300830625;6.374142289635247;0.9389671361502347;1421.0;25.65908270133622;19.284940411700976;6.374142289635247
Paradas;41;Sevilla;41071;6.0;9.0;4.691556399380442;3.484119177076676;5.0;11.0;4.939061551348131;2.43478260869565;Andalucía;6857.0;6850.0;3289.0;1;3;6879;3125;0.030404378230465188;15.0;0.4560656734569778;0.18242626938279113;0.2736394040741867;0.09121313469139557;16.0;0.486470051687443;0.15202189115232592;0.33444816053511706
Paradela;27;Lugo;27042;204.6153846153846;3.0;2.7938783308985915;2.009788261752163;0.0;5.0;2.8216744173774844;2.2057685839005488;Galicia;1739.0;1723.0;1060.0;6;12;1546;1664;0.5660377358490566;207.6153846153846;19.586357039187227;19.3033381712627;0.2830188679245283;1.1320754716981132;5.0;0.4716981132075472;0.0;0.4716981132075472
Paredes de Nava;34;Palencia;34123;11.0;7.0;3.42502268602541;3.29170203546413;11.0;7.0;3.06122448979592;3.3804530394102783;Castilla y León;1892.0;1875.0;1410.0;0;1;644;577;0.0;18.0;1.2765957446808511;0.7801418439716312;0.49645390070921985;0.07092198581560284;18.0;1.2765957446808511;0.7801418439716312;0.49645390070921985
Parets del Vallès;8;Barcelona;8159;750.0;172.0;7.73547710502276;6.25;755.0;174.0;7.86516853932584;6.31269243794171;Cataluña;19071.0;18907.0;7748.0;5;9;41858;42127;0.06453278265358803;922.0;11.899845121321631;9.679917398038203;2.219927723283428;0.11615900877645845;929.0;11.990191017036654;9.744450180691791;2.245740836344863
Parla;28;Madrid;28106;5134.0;268.0;6.92307692307692;6.04026845637584;5334.0;271.0;7.2289156626506;6.4;Madrid, Comunidad de;133482.0;131689.0;47326.0;32;55;91753;78096;0.06761610953809745;5402.0;11.414444491400076;10.84815957401851;0.5662849173815662;0.116215188268605;5605.0;11.843384186282382;11.270760258631618;0.5726239276507628
Parres;33;Asturias;33045;187.0;44.0;4.28804364745805;3.03030303030303;194.0;45.0;4.33063271604938;3.18181818181818;Asturias, Principado de;5315.0;5292.0;4098.0;116;220;5899;8427;2.8306490971205465;231.0;5.636896046852123;4.563201561737433;1.0736944851146901;5.368472425573451;239.0;5.832113225963885;4.7340165934602245;1.0980966325036603
Paso, El;38;Santa Cruz de Tenerife;38027;56.0;90.0;5.14705882352941;4.12207602339181;60.0;103.0;5.13865309992063;4.12371134020619;Canarias;7623.0;7745.0;3700.0;265;580;15668;12639;7.162162162162162;146.0;3.945945945945946;1.5135135135135136;2.4324324324324325;15.675675675675675;163.0;4.405405405405405;1.6216216216216217;2.7837837837837838
Pastoriza, A;27;Lugo;27044;8.0;11.0;2.7938783308985915;1.22116689280868;9.0;13.0;2.8216744173774844;1.30597014925373;Galicia;2963.0;2918.0;1676.0;0;0;1202;1776;0.0;19.0;1.1336515513126493;0.477326968973747;0.6563245823389021;0.0;22.0;1.3126491646778042;0.5369928400954654;0.7756563245823389
Paterna;46;Valencia/Valéncia;46190;2735.0;526.0;5.26315789473684;6.52173913043478;2911.0;521.0;5.44554455445545;6.77083333333333;Comunitat Valenciana;71035.0;71361.0;32071.0;78;156;101881;106537;0.2432103769760843;3261.0;10.168064606653987;8.52795360294347;1.6401110037105173;0.4864207539521686;3432.0;10.701256586947709;9.07673599201771;1.624520594929999
Paterna del Campo;21;Huelva;21056;3.0;8.0;4.154469603232021;3.510946554978043;4.0;11.0;4.3132931844605835;2.85714285714286;Andalucía;3457.0;3478.0;1687.0;0;0;825;198;0.0;11.0;0.6520450503852994;0.17783046828689983;0.4742145820983995;0.0;15.0;0.8891523414344991;0.23710729104919975;0.6520450503852994
Pazos de Borbén;36;Pontevedra;36037;1.0;16.0;4.054355116814367;3.125;1.0;16.0;4.185609799188884;3.3881812334034;Galicia;2965.0;2975.0;1408.0;1;4;606;657;0.07102272727272728;17.0;1.2073863636363635;0.07102272727272728;1.1363636363636365;0.2840909090909091;17.0;1.2073863636363635;0.07102272727272728;1.1363636363636365
Peal de Becerro;23;Jaén;23066;31.0;11.0;2.59714752715385;1.39683959451401;30.0;18.0;2.75987565395405;1.62433326489739;Andalucía;5240.0;5325.0;2938.0;0;0;2444;1298;0.0;42.0;1.4295439074200136;1.055139550714772;0.37440435670524164;0.0;48.0;1.6337644656228727;1.0211027910142954;0.6126616746085772
Pechina;4;Almería;4074;30.0;17.0;3.71653038319705;3.5943044263776;32.0;20.0;3.90782828282828;3.81184161921867;Andalucía;4103.0;4143.0;2019.0;2;4;1276;2342;0.09905894006934125;47.0;2.3278850916295197;1.485884101040119;0.8420009905894007;0.1981178801386825;52.0;2.575532441802873;1.58494304110946;0.9905894006934126
Pedralba;46;Valencia/Valéncia;46191;18.0;45.0;3.07692307692308;3.36769759450172;21.0;46.0;3.09278350515464;3.37724601411579;Comunitat Valenciana;2814.0;2852.0;2398.0;7;18;2831;4648;0.2919099249374479;63.0;2.627189324437031;0.7506255212677231;1.8765638031693077;0.7506255212677231;67.0;2.793994995829858;0.8757297748123436;1.9182652210175146
Pedreguer;3;Alicante;3101;147.0;106.0;3.79552208453328;3.2360248447205;150.0;120.0;3.96596420554754;3.69872238897868;Comunitat Valenciana;7881.0;8006.0;6351.0;238;424;32467;40508;3.747441347819241;253.0;3.983624626043143;2.314596126594237;1.6690284994489057;6.676113997795623;270.0;4.251299008030231;2.3618327822390173;1.889466225791214
Pedrera;41;Sevilla;41072;2.0;7.0;4.691556399380442;3.484119177076676;4.0;7.0;4.939061551348131;3.524814792568226;Andalucía;5158.0;5147.0;2229.0;0;0;1710;1082;0.0;9.0;0.4037685060565276;0.08972633467922836;0.31404217137729923;0.0;11.0;0.49349484073575595;0.17945266935845672;0.31404217137729923
Pedrezuela;28;Madrid;28108;376.0;230.0;6.89655172413793;5.47445255474453;389.0;233.0;7.14285714285714;5.79268292682927;Madrid, Comunidad de;6150.0;6226.0;3049.0;6;14;2704;1882;0.19678583142013775;606.0;19.87536897343391;12.331912102328632;7.54345687110528;0.45916693998032143;622.0;20.40013119055428;12.75828140373893;7.641849786815349
Pedro Abad;14;Córdoba;14050;8.0;22.0;3.3131299823142126;2.85046728971963;7.0;20.0;3.3556591234157507;3.34219858156028;Andalucía;2815.0;2808.0;1492.0;0;0;199;103;0.0;30.0;2.0107238605898123;0.5361930294906166;1.4745308310991958;0.0;27.0;1.8096514745308312;0.4691689008042895;1.3404825737265416
Pedro Muñoz;13;Ciudad Real;13061;69.0;43.0;3.55623689739053;1.81878306878307;70.0;51.0;4.13362487852284;1.88356164383562;Castilla-La Mancha;7285.0;7325.0;4464.0;4;9;3626;1922;0.08960573476702509;112.0;2.5089605734767026;1.5456989247311828;0.9632616487455197;0.20161290322580644;121.0;2.710573476702509;1.5681003584229392;1.14247311827957
Pedrola;50;Zaragoza;50204;83.0;92.0;3.98090162574652;3.63636363636364;89.0;90.0;3.98272851976556;3.79611330698287;Aragón;3587.0;3572.0;1729.0;1;2;40518;50401;0.0578368999421631;175.0;10.121457489878543;4.8004626951995375;5.320994794679005;0.1156737998843262;179.0;10.352805089647195;5.147484094852516;5.205320994794679
Pedroso, El;41;Sevilla;41073;3.0;28.0;4.691556399380442;3.28947368421053;4.0;24.0;4.939061551348131;2.82549120525879;Andalucía;2009.0;2038.0;1374.0;6;12;4474;2163;0.4366812227074236;31.0;2.2561863173216885;0.2183406113537118;2.037845705967977;0.8733624454148472;28.0;2.037845705967977;0.29112081513828236;1.7467248908296944
Pedroñeras, Las;16;Cuenca;16154;44.0;54.0;3.24074074074074;2.42035803139924;48.0;57.0;3.31806680903358;2.53623188405797;Castilla-La Mancha;6639.0;6638.0;3387.0;0;0;4446;2710;0.0;98.0;2.893416002361972;1.299084735754355;1.5943312666076173;0.0;105.0;3.100088573959256;1.41718334809566;1.6829052258635961
Pegalajar;23;Jaén;23067;6.0;4.0;2.9986543985215848;2.4959153256882165;8.0;3.0;3.146629172627617;2.5276834578041276;Andalucía;2875.0;2859.0;1843.0;2;8;2798;2369;0.10851871947911014;10.0;0.5425935973955507;0.32555615843733043;0.21703743895822028;0.43407487791644056;11.0;0.5968529571351058;0.43407487791644056;0.16277807921866522
Pego;3;Alicante;3102;135.0;37.0;3.18045977011494;2.590190816935;155.0;50.0;3.36538461538462;3.55687111801242;Comunitat Valenciana;10133.0;10240.0;6206.0;166;316;17226;29146;2.674830808894618;172.0;2.7715114405414116;2.175314212052852;0.5961972284885595;5.0918466000644536;205.0;3.3032549145987753;2.49758298420883;0.8056719303899452
Pelayos de la Presa;28;Madrid;28109;62.0;66.0;4.48578276500708;3.92156862745098;72.0;71.0;5.07957930007446;4.25531914893617;Madrid, Comunidad de;2676.0;2827.0;3004.0;19;38;1405;1018;0.6324900133155792;128.0;4.26098535286285;2.0639147802929427;2.1970705725699067;1.2649800266311584;143.0;4.760319573901465;2.396804260985353;2.3635153129161117
Peligros;18;Granada;18153;129.0;94.0;4.47487083922827;4.12844036697248;131.0;97.0;4.58333333333333;4.29537190082645;Andalucía;11492.0;11544.0;4642.0;6;10;9238;7238;0.12925463162429987;223.0;4.803963808703145;2.7789745799224472;2.024989228780698;0.2154243860404998;228.0;4.911676001723395;2.822059457130547;2.089616544592848
Peníscola/Peñíscola;12;Castellón/Castelló;12089;373.0;129.0;4.21209227152512;5.59810126582278;378.0;146.0;4.3859649122807;5.60077973906394;Comunitat Valenciana;7683.0;7882.0;15689.0;1377;2495;130187;179451;8.776850022308624;502.0;3.1996940531582636;2.377461915992096;0.8222321371661674;15.902861877748741;524.0;3.339919688954044;2.4093313786729555;0.9305883102810887
Pepino;45;Toledo;45132;12.0;30.0;4.09090909090909;3.25743335611757;12.0;27.0;4.09611222111222;3.42761625723086;Castilla-La Mancha;3128.0;3060.0;1502.0;3;3;209;3643;0.19973368841544606;42.0;2.796271637816245;0.7989347536617842;1.9973368841544608;0.19973368841544606;39.0;2.596537949400799;0.7989347536617842;1.7976031957390146
Perales de Tajuña;28;Madrid;28110;79.0;39.0;5.59475228564369;3.89520202020202;82.0;41.0;5.70966810966811;3.75;Madrid, Comunidad de;2990.0;3059.0;1607.0;6;12;3909;6279;0.37336652146857496;118.0;7.342874922215308;4.915992532669571;2.4268823895457374;0.7467330429371499;123.0;7.654013690105788;5.102675793403858;2.551337896701929
Pereiro de Aguiar, O;32;Ourense;32058;3.0;55.0;2.9538530040415756;3.62875294776814;4.0;54.0;3.0485302148776534;3.67003367003367;Galicia;6350.0;6470.0;4168.0;15;27;5485;4045;0.3598848368522073;58.0;1.3915547024952015;0.07197696737044146;1.3195777351247602;0.6477927063339731;58.0;1.3915547024952015;0.09596928982725528;1.2955854126679462
Perelló, El;43;Tarragona;43104;46.0;17.0;3.37837837837838;3.74712839275079;49.0;15.0;3.125;3.96825396825397;Cataluña;2826.0;2846.0;1672.0;87;193;16603;14914;5.20334928229665;63.0;3.7679425837320575;2.751196172248804;1.0167464114832536;11.543062200956937;64.0;3.827751196172249;2.930622009569378;0.8971291866028708
Periana;29;Málaga;29079;4.0;11.0;5.543101159280062;2.06848174882587;10.0;14.0;3.99364406779661;2.71880341880342;Andalucía;3089.0;3159.0;2166.0;31;63;8483;8892;1.4312096029547554;15.0;0.6925207756232687;0.18467220683287167;0.5078485687903971;2.9085872576177287;24.0;1.10803324099723;0.4616805170821791;0.6463527239150508
Peroxa, A;32;Ourense;32059;269.4418604651163;4.0;2.9538530040415756;2.7393533485051367;0.0;6.0;3.0485302148776534;2.9186549988965313;Galicia;1810.0;1826.0;1822.0;9;9;171;432;0.49396267837541163;273.4418604651163;15.007785975033824;14.788247006866976;0.21953896816684962;0.49396267837541163;6.0;0.32930845225027444;0.0;0.32930845225027444
Petra;7;Balears, Illes;7041;3.0;93.0;6.455127357078255;3.26985187660096;3.0;107.0;6.730930626584465;3.65853658536585;Balears, Illes;2942.0;3028.0;1943.0;175;336;12263;23750;9.006690684508492;96.0;4.940813175501801;0.15440041173443128;4.78641276376737;17.292846114256303;110.0;5.661348430262481;0.15440041173443128;5.50694801852805
Petrer;3;Alicante;3104;330.0;95.0;3.6036036036036;3.70300647548566;380.0;97.0;3.6554378082242;3.78669986513124;Comunitat Valenciana;34241.0;34009.0;17084.0;25;52;10384;13899;0.14633575275111216;425.0;2.4877077967689067;1.9316319363146803;0.5560758604542262;0.30437836572231325;477.0;2.79208616249122;2.2243034418169048;0.5677827206743151
Peñafiel;47;Valladolid;47114;135.0;25.0;3.64895625882811;3.1074369908841;149.0;30.0;3.94736842105263;3.28189540306462;Castilla y León;5054.0;5068.0;3216.0;12;24;8519;13295;0.373134328358209;160.0;4.975124378109452;4.197761194029851;0.777363184079602;0.746268656716418;179.0;5.5659203980099505;4.633084577114428;0.9328358208955224
Peñaflor;41;Sevilla;41074;4.0;13.0;4.691556399380442;3.07235962566845;3.0;13.0;4.939061551348131;2.72727272727273;Andalucía;3639.0;3648.0;1821.0;9;14;2135;1048;0.4942339373970346;17.0;0.9335529928610653;0.21965952773201539;0.7138934651290499;0.7688083470620538;16.0;0.8786381109280615;0.16474464579901152;0.7138934651290499
Peñarroya-Pueblonuevo;14;Córdoba;14052;21.0;55.0;2.83879575160627;2.77676789278586;17.0;59.0;2.80898876404494;2.85714285714286;Andalucía;10561.0;10508.0;6456.0;0;0;4258;8765;0.0;76.0;1.177199504337051;0.3252788104089219;0.8519206939281289;0.0;76.0;1.177199504337051;0.26332094175960347;0.9138785625774474
Picanya;46;Valencia/Valéncia;46193;381.0;91.0;4.40495642701525;5.08208148401047;408.0;94.0;4.66919191919192;5.18183531185227;Comunitat Valenciana;11606.0;11692.0;4733.0;6;13;12029;8551;0.1267694908092119;472.0;9.972533276991337;8.049862666384957;1.9226706106063807;0.2746672300866258;502.0;10.606380731037397;8.620325375026411;1.9860553560109866
Picassent;46;Valencia/Valéncia;46194;746.0;121.0;4.09090909090909;4.69990296803653;800.0;124.0;4.25350991460414;4.77360422065902;Comunitat Valenciana;21263.0;21487.0;10876.0;21;53;47123;61870;0.1930856932695844;867.0;7.971680764987128;6.859139389481427;1.1125413755057005;0.4873115115851416;924.0;8.495770503861714;7.355645457888929;1.140125045972784
Piedrabuena;13;Ciudad Real;13063;9.0;24.0;3.3338202664311662;2.22222222222222;9.0;25.0;3.4787665376387884;2.46478873239437;Castilla-La Mancha;4379.0;4390.0;2668.0;1;2;7743;12549;0.037481259370314844;33.0;1.23688155922039;0.3373313343328336;0.8995502248875562;0.07496251874062969;34.0;1.2743628185907045;0.3373313343328336;0.9370314842578711
Piedrahíta;5;Ávila;5186;34.0;17.0;3.22444353810381;2.46985815602837;41.0;19.0;3.26923076923077;2.80070754716981;Castilla y León;1802.0;1754.0;1964.0;11;24;927;99;0.560081466395112;51.0;2.5967413441955194;1.7311608961303462;0.8655804480651731;1.2219959266802445;60.0;3.054989816700611;2.0875763747454177;0.9674134419551935
Piedralaves;5;Ávila;5187;39.0;37.0;3.11966311849339;3.03676257952574;43.0;47.0;3.34236947791165;3.54231366459627;Castilla y León;2070.0;2136.0;2823.0;13;25;952;484;0.46050301098122565;76.0;2.692171448813319;1.381509032943677;1.3106624158696423;0.8855827134254339;90.0;3.1880977683315623;1.5232022670917464;1.664895501239816
Piera;8;Barcelona;8161;348.0;364.0;5.89887640449438;5.44475409836066;362.0;367.0;6.03672189879086;5.56184679601685;Cataluña;16134.0;16411.0;10224.0;12;17;12148;30529;0.11737089201877934;712.0;6.964006259780907;3.403755868544601;3.560250391236307;0.16627543035993742;729.0;7.130281690140845;3.5406885758998436;3.5895931142410014
